Drug_Name,Target_Name,Mol_Desc_1,Mol_Desc_2,Mol_Desc_3,Mol_Desc_4,Mol_Desc_5,Mol_Desc_6,Mol_Desc_7,Mol_Desc_8,Mol_Desc_9,Mol_Desc_10,Mol_Desc_11,Mol_Desc_12,Mol_Desc_13,Mol_Desc_14,Mol_Desc_15,Mol_Desc_16,Mol_Desc_17,Mol_Desc_18,Mol_Desc_19,Mol_Desc_20,Prot_Desc_1,Prot_Desc_2,Prot_Desc_3,Prot_Desc_4,Prot_Desc_5,Prot_Desc_6,Prot_Desc_7,Prot_Desc_8,Prot_Desc_9,Prot_Desc_10,Prot_Desc_11,Prot_Desc_12,Prot_Desc_13,Prot_Desc_14,Prot_Desc_15,Prot_Desc_16,Prot_Desc_17,Prot_Desc_18,Prot_Desc_19,Prot_Desc_20,Binding_Affinity,Interaction_Label
Metformin,SCN4A,0.0818,0.6599,0.2595,0.9858,0.2017,0.2528,0.8805,0.0744,0.931,0.1832,0.1382,0.9356,0.219,0.7337,0.5386,0.911,0.7932,0.8596,0.1726,0.685,0.3082,0.2613,0.734,0.1197,0.248,0.6964,0.9363,0.6963,0.2529,0.6322,0.5672,0.3661,0.4034,0.7126,0.0054,0.7572,0.6865,0.7716,0.7411,0.0969,261.75,1
Metformin,CYP2D6,0.1274,0.9193,0.368,0.309,0.3384,0.5285,0.1077,0.9955,0.768,0.7975,0.9229,0.7736,0.0071,0.0275,0.4151,0.7197,0.3573,0.9311,0.4728,0.4587,0.9786,0.4101,0.8389,0.2176,0.7011,0.0287,0.7505,0.0818,0.2144,0.4648,0.9194,0.6364,0.0375,0.8854,0.2622,0.2462,0.5836,0.7193,0.2206,0.4559,208.05,1
Metformin,HMGCR,0.8926,0.9952,0.0317,0.9298,0.7132,0.3667,0.8469,0.6167,0.4054,0.1862,0.3486,0.0247,0.1588,0.5258,0.3142,0.2904,0.9027,0.2782,0.8926,0.7206,0.3781,0.168,0.9656,0.2261,0.5267,0.6558,0.2591,0.2742,0.9454,0.4953,0.3492,0.8809,0.5254,0.131,0.9584,0.4578,0.7442,0.9077,0.2463,0.0239,957.1,0
Levobupivacaine,SCN4A,0.7691,0.1978,0.1606,0.6065,0.8319,0.3782,0.7885,0.1461,0.7613,0.0196,0.4072,0.1483,0.5478,0.9749,0.4944,0.0931,0.6487,0.1041,0.9525,0.0164,0.1724,0.8631,0.6874,0.2029,0.4623,0.5288,0.0015,0.6649,0.9073,0.7021,0.6831,0.8192,0.4901,0.7552,0.0683,0.4072,0.3417,0.0555,0.6752,0.5639,892.62,0
Ibuprofen,SCN4A,0.9962,0.8105,0.3971,0.2249,0.8208,0.0941,0.9491,0.1301,0.7799,0.0584,0.4214,0.5303,0.3743,0.6009,0.7686,0.8517,0.3027,0.3395,0.534,0.1691,0.5239,0.3532,0.233,0.0781,0.6552,0.9107,0.5026,0.9893,0.1189,0.7017,0.1977,0.0333,0.9247,0.7778,0.8776,0.1357,0.969,0.7995,0.9875,0.1403,987.36,0
Ibuprofen,KCNH2,0.254,0.1623,0.3647,0.0119,0.7568,0.4069,0.5138,0.4833,0.17,0.8156,0.1278,0.5769,0.4946,0.0302,0.0354,0.6554,0.0024,0.8581,0.2297,0.9591,0.8784,0.5504,0.7809,0.9043,0.6856,0.2766,0.5485,0.6865,0.8977,0.6778,0.749,0.6992,0.362,0.1052,0.1706,0.5411,0.4286,0.5645,0.319,0.3237,235.85,1
Metformin,CYP2D6,0.4878,0.457,0.2788,0.7237,0.0054,0.1609,0.2749,0.0248,0.819,0.5326,0.198,0.8385,0.4854,0.6918,0.748,0.4528,0.0326,0.848,0.7961,0.4839,0.3413,0.2537,0.4722,0.0208,0.2238,0.4729,0.0037,0.2305,0.1014,0.1749,0.8456,0.5744,0.3101,0.7312,0.7404,0.6603,0.6699,0.1344,0.2,0.549,854.54,0
Levobupivacaine,CYP2D6,0.2365,0.1002,0.2303,0.6966,0.4266,0.3013,0.3531,0.412,0.9122,0.3213,0.0128,0.3613,0.1884,0.7645,0.1384,0.698,0.2333,0.9704,0.0878,0.7197,0.7254,0.7366,0.1231,0.551,0.4298,0.9455,0.6385,0.475,0.823,0.1455,0.3626,0.5158,0.7223,0.004,0.0461,0.3212,0.902,0.8387,0.3605,0.7832,482.66,1
Levobupivacaine,SCN4A,0.6228,0.6234,0.749,0.2293,0.169,0.3303,0.6398,0.9449,0.7513,0.6415,0.4973,0.8613,0.8222,0.3271,0.7729,0.2913,0.0354,0.1876,0.9653,0.3626,0.1305,0.536,0.0819,0.2732,0.483,0.1757,0.3739,0.7017,0.3006,0.4302,0.2831,0.1606,0.4084,0.2341,0.4866,0.7301,0.426,0.9446,0.3671,0.3385,984.56,0
Metformin,KCNH2,0.1154,0.4685,0.2945,0.3327,0.0735,0.4306,0.1408,0.8234,0.681,0.3772,0.5543,0.1594,0.3431,0.0486,0.0811,0.4395,0.0002,0.1735,0.8289,0.4456,0.4489,0.0843,0.6145,0.6179,0.83,0.1931,0.1184,0.2896,0.5753,0.8438,0.59,0.352,0.9229,0.8125,0.5702,0.6386,0.021,0.3171,0.5039,0.1837,568.9,0
Atorvastatin,SCN4A,0.1272,0.6287,0.7065,0.898,0.7359,0.9169,0.3517,0.93,0.2176,0.8197,0.2135,0.1942,0.8381,0.3028,0.1432,0.7842,0.2512,0.5615,0.0144,0.1747,0.1248,0.1535,0.6482,0.7106,0.0657,0.0692,0.3396,0.5127,0.9754,0.8758,0.2048,0.0158,0.9801,0.4831,0.1591,0.3196,0.8463,0.5108,0.7402,0.0594,15.79,1
Metformin,TNF,0.0719,0.678,0.3686,0.1572,0.7935,0.631,0.7264,0.1111,0.6377,0.7484,0.423,0.2863,0.1947,0.0338,0.7028,0.8003,0.4687,0.748,0.2517,0.6737,0.2886,0.1037,0.2955,0.6504,0.2837,0.4984,0.3635,0.3557,0.3516,0.2495,0.5154,0.0284,0.108,0.081,0.3549,0.028,0.4046,0.8484,0.0081,0.2467,227.66,1
Atorvastatin,TNF,0.6936,0.6194,0.802,0.8354,0.8146,0.9745,0.5737,0.3708,0.6309,0.4671,0.691,0.2449,0.3431,0.3291,0.6349,0.5171,0.0514,0.0843,0.1452,0.6604,0.6141,0.4056,0.1167,0.8714,0.2601,0.0501,0.4405,0.7405,0.7767,0.0719,0.7036,0.1703,0.3096,0.2502,0.7415,0.3825,0.7647,0.8153,0.8124,0.7689,554.09,0
Metformin,KCNH2,0.4941,0.294,0.1672,0.1692,0.8903,0.5907,0.0628,0.555,0.3751,0.0111,0.2593,0.7832,0.6422,0.7903,0.2738,0.1564,0.2026,0.5693,0.4534,0.8542,0.2024,0.4124,0.9835,0.8438,0.5365,0.1041,0.8174,0.5884,0.5626,0.1918,0.6379,0.7856,0.0254,0.0106,0.674,0.9509,0.2978,0.3361,0.4427,0.969,778.87,0
Atorvastatin,SCN4A,0.6177,0.837,0.1576,0.4817,0.59,0.8055,0.4969,0.7203,0.1128,0.5194,0.3672,0.3405,0.3328,0.9111,0.5188,0.3639,0.0225,0.9829,0.4596,0.5732,0.4691,0.8132,0.592,0.0575,0.5402,0.2551,0.3628,0.9101,0.5338,0.6292,0.3075,0.8453,0.6056,0.014,0.7093,0.6708,0.3463,0.918,0.8942,0.7402,778.12,0
Atorvastatin,KCNH2,0.8793,0.5517,0.6797,0.499,0.9981,0.8342,0.5242,0.3925,0.434,0.3829,0.7041,0.1122,0.2157,0.4147,0.8098,0.7627,0.2419,0.8743,0.7619,0.3494,0.7115,0.9747,0.8267,0.2501,0.3248,0.5958,0.1187,0.0931,0.7883,0.1602,0.5061,0.4406,0.5272,0.5391,0.2999,0.7474,0.453,0.6279,0.8704,0.9934,669.25,0
Metformin,SCN4A,0.7403,0.4899,0.9149,0.4721,0.4837,0.739,0.7008,0.319,0.9208,0.5939,0.5968,0.5177,0.941,0.9155,0.4883,0.044,0.4485,0.3401,0.3346,0.4662,0.1235,0.2659,0.1953,0.3767,0.0915,0.5145,0.9239,0.8642,0.8033,0.6517,0.2818,0.832,0.204,0.719,0.9073,0.1946,0.6262,0.4034,0.3365,0.5778,66.82,1
Atorvastatin,SCN4A,0.4617,0.9871,0.143,0.2879,0.8835,0.6699,0.0107,0.3051,0.7813,0.1607,0.5062,0.1266,0.4513,0.8587,0.3677,0.6796,0.915,0.487,0.4006,0.1159,0.0638,0.9472,0.359,0.5444,0.8657,0.6109,0.2983,0.2063,0.8923,0.5656,0.937,0.2708,0.3518,0.9654,0.1163,0.3732,0.3235,0.7622,0.746,0.5995,332.77,1
Hydroxychloroquine,TNF,0.9844,0.2835,0.0737,0.2534,0.1129,0.4179,0.4284,0.7895,0.3543,0.6649,0.8682,0.8235,0.9177,0.4572,0.3868,0.7965,0.6223,0.2219,0.1914,0.6306,0.4106,0.0973,0.1351,0.9988,0.9722,0.153,0.4278,0.3631,0.804,0.62,0.533,0.3306,0.1287,0.6944,0.7996,0.4607,0.5417,0.5713,0.9008,0.6027,688.32,0
Ibuprofen,HMGCR,0.4563,0.528,0.9346,0.7332,0.1489,0.5673,0.8866,0.3818,0.196,0.2062,0.0704,0.3324,0.9855,0.895,0.1788,0.5504,0.8674,0.7365,0.1885,0.5676,0.317,0.9847,0.582,0.3754,0.9938,0.1798,0.2539,0.1172,0.5556,0.5625,0.0644,0.8152,0.1493,0.3039,0.5916,0.5108,0.3365,0.4501,0.4165,0.7175,117.88,1
Levobupivacaine,CYP2D6,0.1125,0.6823,0.1173,0.2757,0.5903,0.1937,0.0251,0.0163,0.4606,0.9799,0.5261,0.4943,0.367,0.5127,0.7721,0.2979,0.5999,0.4623,0.7432,0.007,0.8585,0.5233,0.2839,0.1561,0.9686,0.3785,0.4148,0.4978,0.4766,0.2164,0.7469,0.1838,0.4896,0.0261,0.774,0.7983,0.6568,0.5962,0.4038,0.1552,587.82,0
Atorvastatin,CYP2D6,0.9927,0.1252,0.2504,0.6099,0.1241,0.6182,0.6724,0.7702,0.758,0.8189,0.6997,0.8838,0.3464,0.6811,0.477,0.6197,0.6004,0.3454,0.5107,0.5925,0.8916,0.3791,0.7249,0.5627,0.993,0.5608,0.6666,0.1768,0.0442,0.1559,0.08,0.8939,0.8802,0.8734,0.0662,0.8734,0.846,0.4917,0.9012,0.5573,425.41,1
Atorvastatin,KCNH2,0.0228,0.3542,0.9295,0.8466,0.0753,0.5143,0.2232,0.1613,0.6852,0.1812,0.2761,0.4014,0.2086,0.0069,0.402,0.5806,0.3006,0.5643,0.5522,0.6143,0.0629,0.3677,0.1117,0.728,0.7178,0.5955,0.8386,0.7752,0.9116,0.6902,0.3593,0.5887,0.4975,0.4505,0.7248,0.1678,0.7075,0.1342,0.5088,0.8536,201.78,1
Levobupivacaine,CYP2D6,0.5499,0.8017,0.8029,0.837,0.1961,0.8043,0.3875,0.6282,0.8831,0.5441,0.2876,0.0963,0.511,0.6387,0.5279,0.8812,0.2177,0.7027,0.0954,0.8258,0.2786,0.6419,0.2183,0.0199,0.573,0.0325,0.3591,0.4272,0.8095,0.5278,0.6237,0.4737,0.238,0.063,0.9783,0.8689,0.7692,0.2658,0.2244,0.9434,210.11,1
Atorvastatin,TNF,0.3091,0.2368,0.3428,0.1672,0.7875,0.9025,0.8841,0.0295,0.3115,0.4549,0.4986,0.8653,0.2156,0.6563,0.6449,0.7929,0.848,0.1274,0.8067,0.9678,0.2924,0.2966,0.7809,0.3529,0.7343,0.8798,0.4172,0.9131,0.7714,0.5409,0.1137,0.3384,0.7866,0.9989,0.7894,0.908,0.5816,0.1589,0.6869,0.0647,944.44,0
Levobupivacaine,HMGCR,0.5036,0.4933,0.9545,0.6547,0.9275,0.1328,0.3625,0.387,0.4944,0.8105,0.3409,0.1374,0.2472,0.3168,0.3207,0.4769,0.799,0.8171,0.4402,0.8261,0.6279,0.6958,0.116,0.138,0.0629,0.7163,0.199,0.3124,0.5579,0.9353,0.268,0.5324,0.8084,0.5691,0.6389,0.8653,0.7916,0.1822,0.4661,0.1592,355.99,1
Metformin,SCN4A,0.5587,0.6306,0.568,0.6023,0.3335,0.6909,0.5455,0.4559,0.2573,0.7397,0.4239,0.7518,0.7571,0.8277,0.6969,0.6926,0.654,0.1032,0.8374,0.7484,0.1297,0.8258,0.6018,0.9057,0.0149,0.5323,0.2508,0.7319,0.47,0.6372,0.7464,0.5572,0.7121,0.6161,0.5856,0.4422,0.1632,0.4541,0.1515,0.8687,620.18,0
Hydroxychloroquine,SCN4A,0.2401,0.6712,0.0722,0.282,0.9748,0.95,0.0896,0.9731,0.7734,0.296,0.691,0.4412,0.4374,0.2457,0.1242,0.1621,0.2418,0.8524,0.5646,0.1582,0.5672,0.8966,0.6013,0.5762,0.5549,0.2451,0.6504,0.2608,0.481,0.0837,0.7811,0.0383,0.284,0.9403,0.4312,0.1947,0.6133,0.5245,0.5726,0.9081,152.36,1
Hydroxychloroquine,TNF,0.5569,0.7283,0.7031,0.3915,0.8096,0.9179,0.3247,0.0882,0.4201,0.3643,0.3729,0.7703,0.2155,0.5786,0.8028,0.5617,0.876,0.1423,0.6403,0.3161,0.2248,0.1054,0.7075,0.313,0.9491,0.6757,0.8933,0.8972,0.1874,0.2989,0.0762,0.8151,0.5273,0.6787,0.1791,0.4118,0.9389,0.5331,0.1326,0.2878,520.57,0
Ibuprofen,CYP2D6,0.7561,0.866,0.5373,0.2851,0.2261,0.8344,0.1417,0.7515,0.4283,0.0602,0.0275,0.1034,0.2981,0.5057,0.2812,0.048,0.9224,0.0083,0.426,0.8105,0.2626,0.8975,0.6087,0.0267,0.2739,0.9637,0.1726,0.9046,0.8112,0.5854,0.691,0.2764,0.2178,0.9836,0.5822,0.0524,0.5087,0.5298,0.8312,0.9421,273.93,1
Atorvastatin,SCN4A,0.2665,0.3929,0.5726,0.5371,0.5861,0.0483,0.5616,0.9648,0.8147,0.5673,0.0932,0.743,0.1937,0.4647,0.1913,0.3417,0.9922,0.541,0.6894,0.264,0.8245,0.4684,0.573,0.0747,0.366,0.5877,0.3822,0.5973,0.9685,0.0995,0.0081,0.7371,0.9226,0.3437,0.244,0.3864,0.6144,0.1861,0.7472,0.236,72.96,1
Ibuprofen,CYP2D6,0.3834,0.7066,0.9941,0.8036,0.9818,0.2525,0.4598,0.2769,0.7299,0.759,0.5057,0.6081,0.2405,0.0211,0.9818,0.1658,0.7491,0.252,0.4312,0.2559,0.351,0.2846,0.856,0.6412,0.466,0.7431,0.8122,0.2606,0.9949,0.5923,0.9117,0.5741,0.2179,0.4555,0.8233,0.5043,0.8583,0.2348,0.5699,0.691,864.78,0
Metformin,TNF,0.2682,0.7322,0.1525,0.8775,0.8488,0.1483,0.2646,0.2257,0.4718,0.419,0.9351,0.225,0.7473,0.9678,0.8725,0.1999,0.2305,0.6087,0.5205,0.9382,0.6251,0.9148,0.7548,0.0105,0.1042,0.8737,0.5656,0.3084,0.3618,0.2021,0.9635,0.348,0.2476,0.6607,0.2934,0.9885,0.0821,0.8582,0.2056,0.1848,722.52,0
Hydroxychloroquine,SCN4A,0.8206,0.3003,0.6568,0.7228,0.3634,0.9269,0.9996,0.9521,0.3766,0.9457,0.2854,0.4339,0.8536,0.7436,0.6605,0.7328,0.7838,0.0743,0.4429,0.277,0.989,0.3313,0.9019,0.6394,0.6643,0.3105,0.6223,0.6332,0.1012,0.5892,0.3937,0.1662,0.3372,0.7798,0.7736,0.6611,0.4833,0.1031,0.5402,0.0004,838.44,0
Metformin,KCNH2,0.725,0.9682,0.4587,0.4835,0.3063,0.7489,0.1533,0.4896,0.6884,0.1372,0.0239,0.859,0.9544,0.0252,0.5526,0.3729,0.4006,0.4719,0.6486,0.0181,0.9232,0.1074,0.2645,0.6168,0.5722,0.7676,0.1087,0.2356,0.1269,0.2756,0.6052,0.7045,0.7258,0.1207,0.2763,0.1746,0.5741,0.501,0.9992,0.326,328.3,1
Metformin,HMGCR,0.8712,0.8652,0.2719,0.9581,0.8193,0.5318,0.8255,0.8226,0.9424,0.8909,0.8139,0.539,0.9906,0.3684,0.306,0.0833,0.6894,0.6444,0.8059,0.6498,0.4526,0.616,0.696,0.6634,0.6385,0.2903,0.6619,0.3985,0.425,0.3644,0.3973,0.0321,0.63,0.4504,0.1277,0.144,0.9536,0.8778,0.601,0.6226,417.86,1
Atorvastatin,CYP2D6,0.17,0.2899,0.6935,0.5639,0.5492,0.9794,0.0358,0.7946,0.4246,0.0215,0.7718,0.1335,0.4072,0.3328,0.6345,0.9657,0.9727,0.4813,0.9227,0.9538,0.2658,0.9436,0.9055,0.4176,0.8145,0.9774,0.9149,0.2566,0.7751,0.4131,0.0951,0.7505,0.2621,0.7354,0.2371,0.0827,0.5713,0.6478,0.9229,0.3465,720.95,0
Metformin,CYP2D6,0.0736,0.6751,0.6682,0.4785,0.1634,0.1947,0.8468,0.326,0.039,0.9132,0.8711,0.7558,0.0668,0.3417,0.2817,0.7539,0.2335,0.3148,0.779,0.3024,0.2273,0.2409,0.4449,0.4304,0.2876,0.5847,0.4607,0.628,0.1081,0.2473,0.2195,0.8196,0.2113,0.5501,0.4082,0.1201,0.2769,0.0105,0.9978,0.5048,424.35,1
Hydroxychloroquine,CYP2D6,0.1194,0.7178,0.8565,0.8568,0.3278,0.6416,0.477,0.1875,0.8788,0.3056,0.4662,0.1238,0.6029,0.5397,0.4474,0.9938,0.34,0.5843,0.9259,0.4093,0.638,0.481,0.2717,0.4329,0.2089,0.4671,0.9632,0.6986,0.6893,0.4458,0.9488,0.2607,0.3856,0.3616,0.7737,0.1684,0.9816,0.0091,0.5704,0.1029,927.32,0
Ibuprofen,CYP2D6,0.161,0.4315,0.8789,0.1846,0.6618,0.6094,0.8282,0.7029,0.1664,0.1098,0.0757,0.352,0.0692,0.0155,0.5685,0.1347,0.7443,0.9958,0.8317,0.1862,0.4182,0.0384,0.9686,0.2298,0.2215,0.3775,0.0517,0.8421,0.7118,0.6514,0.6497,0.4896,0.1082,0.0377,0.1386,0.0261,0.1988,0.2232,0.4042,0.8093,542.29,0
Hydroxychloroquine,TNF,0.5331,0.8637,0.5618,0.1579,0.1532,0.3405,0.7472,0.5013,0.9015,0.9893,0.1478,0.1049,0.6969,0.1886,0.2379,0.96,0.0778,0.23,0.254,0.0222,0.4839,0.1767,0.7691,0.2871,0.7683,0.4948,0.2646,0.7457,0.1695,0.5912,0.2882,0.9737,0.6493,0.8551,0.9018,0.9651,0.189,0.4964,0.8902,0.0532,710.25,0
Atorvastatin,TNF,0.9709,0.6902,0.3256,0.7825,0.6987,0.4854,0.5726,0.4905,0.8295,0.7445,0.9604,0.3964,0.7037,0.162,0.6107,0.0608,0.2133,0.2695,0.6272,0.4958,0.7858,0.2632,0.2891,0.4387,0.1154,0.7376,0.9062,0.0499,0.7346,0.3593,0.677,0.4979,0.6439,0.4242,0.3612,0.4616,0.5994,0.4367,0.6371,0.9612,350.48,1
Hydroxychloroquine,TNF,0.3572,0.6582,0.5296,0.8706,0.7099,0.2354,0.3716,0.5462,0.6597,0.5302,0.856,0.8565,0.148,0.2566,0.2429,0.383,0.4637,0.6472,0.2095,0.1589,0.8002,0.0653,0.9671,0.3676,0.4931,0.7229,0.2915,0.31,0.6949,0.6311,0.5346,0.053,0.0744,0.2564,0.0632,0.6526,0.7025,0.1211,0.8508,0.8227,799.34,0
Levobupivacaine,TNF,0.9585,0.2208,0.3593,0.0728,0.2707,0.6771,0.6655,0.0257,0.8459,0.3937,0.6067,0.7782,0.7622,0.8505,0.1495,0.6094,0.5197,0.8831,0.6634,0.4869,0.6567,0.2771,0.4658,0.6485,0.6637,0.7321,0.9226,0.0217,0.1844,0.4412,0.2215,0.1021,0.3272,0.0887,0.6108,0.8206,0.6887,0.9257,0.8767,0.9266,495.02,1
Ibuprofen,SCN4A,0.0382,0.4078,0.2774,0.7641,0.398,0.4182,0.8325,0.0051,0.2598,0.2551,0.0518,0.9099,0.262,0.0425,0.8016,0.4922,0.1168,0.3226,0.709,0.3824,0.4291,0.4521,0.6666,0.2124,0.9512,0.0906,0.5989,0.0976,0.8918,0.2317,0.3669,0.3838,0.9082,0.383,0.9222,0.155,0.2373,0.9532,0.2115,0.294,73.66,1
Levobupivacaine,TNF,0.9269,0.4339,0.5516,0.4245,0.9355,0.0236,0.5033,0.3141,0.8558,0.5975,0.0666,0.5399,0.3805,0.2888,0.6895,0.4377,0.9376,0.5759,0.0944,0.4544,0.5604,0.9865,0.4198,0.1502,0.3157,0.0759,0.8609,0.6219,0.8463,0.5602,0.1276,0.8908,0.0133,0.8249,0.9199,0.1907,0.5943,0.7442,0.4505,0.1629,57.15,1
Levobupivacaine,SCN4A,0.1812,0.7337,0.6579,0.7037,0.7492,0.9508,0.4149,0.3237,0.5616,0.4489,0.1831,0.6554,0.0614,0.912,0.283,0.5294,0.6315,0.8526,0.9194,0.7712,0.5272,0.8243,0.6754,0.6887,0.6493,0.649,0.481,0.2161,0.815,0.8487,0.9763,0.3526,0.9559,0.4364,0.0485,0.2817,0.641,0.8625,0.543,0.8557,342.13,1
Atorvastatin,KCNH2,0.9125,0.6184,0.5906,0.135,0.7878,0.5014,0.1429,0.7187,0.1772,0.5065,0.6588,0.6323,0.4311,0.8278,0.7331,0.2556,0.5953,0.903,0.7221,0.2821,0.7741,0.2344,0.4884,0.7629,0.6214,0.6907,0.3431,0.9726,0.7318,0.6961,0.1623,0.7908,0.105,0.5792,0.449,0.6372,0.8378,0.3839,0.1537,0.4956,309.23,1
Metformin,TNF,0.0562,0.0859,0.9544,0.973,0.5163,0.7056,0.8962,0.3257,0.2546,0.4619,0.9728,0.0498,0.304,0.6051,0.1871,0,0.2213,0.8742,0.9595,0.8116,0.1397,0.7253,0.428,0.4284,0.2931,0.9191,0.5482,0.955,0.6058,0.2447,0.1479,0.0488,0.4001,0.6588,0.6968,0.547,0.6527,0.3187,0.4812,0.0143,20.86,1
Levobupivacaine,KCNH2,0.9482,0.3077,0.2986,0.8813,0.2131,0.1969,0.2673,0.3596,0.7899,0.6423,0.5794,0.6062,0.6381,0.2525,0.7345,0.1462,0.6701,0.4891,0.6815,0.2041,0.3696,0.2908,0.0518,0.427,0.9611,0.2549,0.5954,0.2122,0.4967,0.159,0.7019,0.7363,0.2276,0.1353,0.1962,0.2566,0.9904,0.0242,0.0026,0.1864,490.34,1
Hydroxychloroquine,TNF,0.2008,0.473,0.3723,0.406,0.5913,0.1272,0.1235,0.5495,0.8427,0.9239,0.838,0.471,0.2692,0.6568,0.0083,0.1269,0.1721,0.2774,0.8116,0.8588,0.7763,0.2821,0.2424,0.8838,0.1657,0.479,0.6033,0.6571,0.817,0.1865,0.4424,0.7099,0.7022,0.6983,0.8457,0.1499,0.2508,0.4219,0.818,0.2187,79.27,1
Metformin,KCNH2,0.3027,0.7367,0.6676,0.8934,0.7721,0.9024,0.0662,0.5916,0.8748,0.9528,0.7659,0.3604,0.6189,0.807,0.0167,0.2968,0.5787,0.3865,0.8187,0.9536,0.5562,0.1941,0.3846,0.0179,0.5843,0.0625,0.7299,0.3994,0.129,0.0994,0.6523,0.3281,0.6377,0.7745,0.5591,0.3515,0.2073,0.4726,0.8659,0.9935,567.93,0
Hydroxychloroquine,HMGCR,0.4909,0.7436,0.6004,0.8949,0.0039,0.5909,0.7508,0.3333,0.1844,0.8351,0.2621,0.1592,0.3009,0.3345,0.0781,0.4961,0.9915,0.4459,0.0443,0.6112,0.1421,0.9402,0.1152,0.9162,0.3154,0.4225,0.231,0.4796,0.7654,0.6259,0.419,0.5204,0.8308,0.4096,0.0174,0.7311,0.507,0.0995,0.4777,0.6988,526.55,0
Hydroxychloroquine,KCNH2,0.3807,0.4905,0.0019,0.4613,0.1138,0.4934,0.675,0.5581,0.902,0.2684,0.583,0.1252,0.2356,0.0541,0.444,0.8415,0.2963,0.4355,0.2962,0.4655,0.0638,0.0239,0.7835,0.6861,0.306,0.414,0.5571,0.1199,0.267,0.4608,0.3781,0.7366,0.6591,0.0127,0.3446,0.0142,0.0023,0.3637,0.453,0.3513,321.08,1
Metformin,SCN4A,0.6675,0.1169,0.3123,0.9469,0.4743,0.5212,0.1205,0.6178,0.4938,0.2478,0.7074,0.5072,0.7422,0.9885,0.18,0.6411,0.5776,0.1114,0.6087,0.0081,0.6779,0.591,0.5908,0.8286,0.1171,0.6177,0.4126,0.2792,0.1462,0.6355,0.0102,0.6515,0.9034,0.0949,0.511,0.3094,0.2653,0.355,0.6491,0.6913,5.66,1
Metformin,CYP2D6,0.9748,0.2929,0.2538,0.9769,0.4372,0.2362,0.5301,0.2612,0.9932,0.5769,0.3222,0.1672,0.3083,0.364,0.7549,0.7215,0.0049,0.6019,0.1535,0.7319,0.1498,0.359,0.4326,0.7716,0.3328,0.0585,0.7548,0.7357,0.9756,0.8485,0.8108,0.8964,0.2887,0.8937,0.6241,0.3263,0.2316,0.5326,0.4175,0.6357,555.81,0
Hydroxychloroquine,KCNH2,0.6064,0.2547,0.8399,0.2172,0.9823,0.9127,0.1527,0.2357,0.4765,0.9746,0.6107,0.7492,0.2114,0.8449,0.9626,0.4871,0.8683,0.5505,0.5348,0.5803,0.7758,0.188,0.7811,0.3302,0.5485,0.046,0.6185,0.6673,0.7294,0.8487,0.4887,0.9909,0.2821,0.6388,0.3187,0.5819,0.8976,0.9159,0.1436,0.4407,433.95,1
Atorvastatin,CYP2D6,0.7215,0.781,0.8662,0.0667,0.0922,0.2142,0.3836,0.8904,0.2521,0.5518,0.1294,0.7727,0.9581,0.197,0.4673,0.418,0.8358,0.9781,0.6626,0.5139,0.5645,0.7613,0.6209,0.9777,0.6073,0.6855,0.41,0.3385,0.8345,0.9009,0.8162,0.923,0.762,0.342,0.9689,0.4221,0.2674,0.2347,0.8974,0.5066,199.71,1
Ibuprofen,HMGCR,0.088,0.18,0.2839,0.3311,0.3237,0.158,0.7829,0.6475,0.0598,0.1118,0.8008,0.2883,0.8565,0.8555,0.5946,0.5329,0.9911,0.8523,0.3482,0.1363,0.0966,0.2854,0.6259,0.6451,0.526,0.3927,0.6452,0.9287,0.6964,0.1911,0.3608,0.6162,0.8085,0.3673,0.7922,0.6442,0.2973,0.7126,0.7936,0.4549,980.69,0
Ibuprofen,HMGCR,0.6278,0.4649,0.1021,0.4888,0.8151,0.93,0.2278,0.3111,0.665,0.8651,0.3108,0.6174,0.4794,0.9298,0.3386,0.2377,0.5949,0.1639,0.5076,0.1052,0.7739,0.8524,0.3339,0.6944,0.736,0.312,0.8672,0.7484,0.3715,0.5718,0.6908,0.4072,0.2787,0.6581,0.9691,0.9236,0.7696,0.9261,0.9546,0.109,162.39,1
Atorvastatin,SCN4A,0.4538,0.6707,0.2052,0.0927,0.6124,0.2576,0.0277,0.5508,0.005,0.7468,0.3047,0.0624,0.0745,0.6073,0.4166,0.7807,0.2711,0.7314,0.8384,0.94,0.2004,0.0505,0.796,0.6216,0.0589,0.1545,0.3605,0.0388,0.0159,0.9325,0.3744,0.2363,0.6218,0.1055,0.5514,0.322,0.3027,0.072,0.3492,0.9707,749.95,0
Metformin,SCN4A,0.8858,0.9648,0.1766,0.1407,0.5616,0.8625,0.1933,0.7074,0.836,0.2388,0.7295,0.9073,0.5314,0.8204,0.6269,0.759,0.8998,0.5002,0.2837,0.6932,0.2743,0.3369,0.2468,0.7745,0.3063,0.9603,0.333,0.5694,0.3359,0.2731,0.1008,0.1712,0.1904,0.824,0.4226,0.979,0.0666,0.6663,0.3155,0.5195,110.34,1
